Origem;Data protocolo;Tipo de Tecnologia;Tema da Saúde;Demandante;Nome da tecnologia;Status;Indicação;Motivo da solicitação ;Data decisão
Interna;13/11/2024;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Nivolumabe;Em análise;Tratamento adjuvante para pacientes adultos com diagnóstico confirmado de carcinoma de esôfago após tratamento trimodal (quimioterapia, radioterapia e cirurgia);Incorporação;
Interna;13/11/2024;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Nivolumabe;Em análise após consulta pública;Tratamento de adultos com câncer de estômago ou da junção esofagogástrica, avançado ou metastático não tratados anteriormente;Incorporação;
Interna;13/11/2024;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Trastuzumabe;Em análise após consulta pública;Tratamento de adultos com câncer de estômago ou da junção esofagogástrica, avançado ou metastático, HER2+ e não tratados anteriormente (1ª linha);Incorporação;
Interna;13/11/2024;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Ramucirumabe em monoterapia ou associado a paclitaxel;Em análise após consulta pública;Tratamento de segunda linha de pacientes com câncer gástrico ou na junção gastroesofágica avançado ou metastático.;Incorporação;
Interna;25/11/2024;Medicamento;Infectologia;Secretaria de Vigilância em Saúde e Ambiente SVSA/MS;Tafenoquina 50 mg;Em análise;Tratamento de casos de malária por Plasmodium vivax na população infantil.;Incorporação;
Interna;02/12/2024;Procedimento;Dermatologia;Secretaria de Atenção Especializada à Saúde SAES/MS;Membrana amniótica;Em consulta pública;Tratamento de pacientes com queimaduras de pele;Incorporação;
Interna;30/12/2024;Medicamento;Ginecologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Dispositivo Intrauterino (DIU) liberador de levonorgestrel;Em análise;Tratamento de pacientes com endometriose com contraindicação ou não adesão aos contraceptivos orais combinados (COCs).;Incorporação;
Interna;30/12/2024;Medicamento;Ginecologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Progestágenos orais;Em análise;Tratamento de endometriose;Incorporação;
Interna;28/01/2025;Medicamento;Neurologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Selegilina 5mg;Em análise;Tratamento da Doença de Parkinson;Exclusão;
Interna;29/01/2025;Medicamento;Dermatologia;Secretaria de Vigilância em Saúde e Ambiente SVSA/MS;Cloridrato de terbinafina;Em análise;Tratamento da cromoblastomicose, em segunda linha por falha ou contraindicação ao itraconazol;Incorporação;
Interna;29/01/2025;Medicamento;Dermatologia;Secretaria de Vigilância em Saúde e Ambiente SVSA/MS;Cloridrato de terbinafina;Em análise;Tratamento da esporotricose humana, em segunda linha, na falha ou contraindicação ao itraconazol;Incorporação;
Interna;10/02/2025;Medicamento;Cardiovascular;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Rosuvastatina;Em análise;Para a redução do risco cardiovascular em indivíduos com alto e muito alto risco cardiovascular;Incorporação;
Interna;10/02/2025;Medicamento;Cardiovascular;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Ezetimiba;Em análise;Para redução do risco cardiovascular em indivíduos com alto e muito alto risco cardiovascular;Incorporação;
Externa;01/01/2012;Medicamento;Reumatologia;Associação Nacional de Grupos de Pacientes Reumáticos ANAPAR;Tocilizumabe;Processo encerrado: decisão de incorporação no SUS;Tratamento da artrite reumatoide;Incorporação;11/09/2012
Externa;01/01/2012;Medicamento;Reumatologia;Associação Nacional de Grupos de Pacientes Reumáticos ANAPAR;Rituximabe;Processo encerrado: decisão de incorporação no SUS;Tratamento da artrite reumatoide;Incorporação;11/09/2012
Externa;01/01/2012;Medicamento;Reumatologia;Associação Nacional de Grupos de Pacientes Reumáticos ANAPAR;Abatacepte;Processo encerrado: decisão de incorporação no SUS;Tratamento da artrite reumatoide;Incorporação;11/09/2012
Externa;01/01/2012;Medicamento;Reumatologia;Associação Nacional de Grupos de Pacientes Reumáticos ANAPAR;Infliximabe;Processo encerrado: decisão de incorporação no SUS;Tratamento da artrite reumatoide;Incorporação;11/09/2012
Externa;01/01/2012;Medicamento;Reumatologia;Associação Nacional de Grupos de Pacientes Reumáticos ANAPAR;Adalimumabe;Processo encerrado: decisão de incorporação no SUS;Tratamento da artrite reumatoide;Incorporação;11/09/2012
Externa;01/01/2012;Medicamento;Reumatologia;Associação Nacional de Grupos de Pacientes Reumáticos ANAPAR;Etanercepte;Processo encerrado: decisão de incorporação no SUS;Tratamento da artrite reumatoide;Incorporação;11/09/2012
Externa;11/01/2012;Medicamento;Genética;Novartis Biociências;Everolimo;Processo encerrado: decisão de não incorporação no SUS;Tratamento do astrocitoma subependimário de células gigantes (SEGA) associado à esclerose tuberosa;Incorporação;14/09/2012
Externa;12/01/2012;Medicamento;Reumatologia;Laboratórios Pfizer;Etanercepte;Processo encerrado: decisão de não incorporação no SUS;Tratamento da psoríase moderada a grave em adultos;Incorporação;05/10/2012
Externa;16/01/2012;Medicamento;Pneumologia;Nycomed Pharma;Roflumilaste;Processo encerrado: decisão de não incorporação no SUS;Doença pulmonar obstrutiva crônica (DPOC);Incorporação;05/10/2012
Externa;17/01/2012;Medicamento;Neurologia;Novartis Biociências;Fingolimode;Processo encerrado: decisão de não incorporação no SUS;Tratamento da esclerose múltipla;Incorporação;14/09/2012
Externa;25/01/2012;Medicamento;Reumatologia;Abbott Laboratórios do Brasil;Adalimumabe;Processo encerrado: decisão de não incorporação no SUS;Tratamento da psoríase moderada a grave em adultos;Incorporação;05/10/2012
Externa;26/01/2012;Medicamento;Reumatologia;Astrazeneca do Brasil;Certolizumabe pegol;Processo encerrado: decisão de incorporação no SUS;Tratamento da Artrite reumatoide;Incorporação;11/09/2012
Externa;26/01/2012;Medicamento;Gastroenterologia;Astrazeneca do Brasil;Certolizumabe pegol;Processo encerrado: decisão de não incorporação no SUS;Tratamento da Doença de Crohn;Incorporação;14/09/2012
Externa;01/02/2012;Procedimento;Infectologia;Ciclo Farma Indústria Química;Ciclo Bakaris;Processo encerrado: a pedido do demandante;Desinfecção hospitalar;Incorporação;
Externa;01/02/2012;Medicamento;Infectologia;Merck;Boceprevir;Processo encerrado: decisão de incorporação no SUS;Tratamento da hepatite crônica C;Incorporação;26/07/2012
Externa;09/02/2012;Medicamento;Nefrologia;Allergan Produtos Farmacêuticos;Toxina botulínica (tipo A1 apresentação de 200U);Processo encerrado: decisão de não incorporação no SUS;Tratamento da bexiga hiperativa;Incorporação;05/10/2012
Externa;09/02/2012;Medicamento;Dermatologia;LEO Pharma;Calcipotriol + dipropionato de betametasona;Processo encerrado: decisão de não incorporação no SUS;Tratamento da psoríase;Incorporação;05/10/2012
Externa;15/02/2012;Medicamento;Infectologia;GlaxoSmithKline Brasil;Maraviroque;Processo encerrado: decisão de incorporação no SUS;Pacientes em terapia antirretroviral;Incorporação;25/10/2012
Externa;15/02/2012;Medicamento;Cardiovascular;GlaxoSmithKline Brasil;Ambrisentana;Processo encerrado: decisão de não incorporação no SUS;Tratamento da hipertensão arterial pulmonar (HAP);Incorporação;14/09/2012
Externa;08/03/2012;Medicamento;Oftalmologia;Novartis Biociências;Ranibizumabe;Processo encerrado: a pedido do demandante;Degeneração macular neovascular (exsudativa ou úmida) relacionada à idade;Incorporação;
Externa;12/03/2012;Produto;Saúde da Mulher;Artmed Indústria Farmacêutica;Lanolina Ultrapurificada;Processo encerrado: por decisão da Conitec;Prevenir e curar a fissura mamilar Uso durante a gestação e amamentação;Incorporação;
Externa;14/03/2012;Medicamento;Reumatologia;BristolMyers Squibb Farmacêutica;Abatacepte;Processo encerrado: decisão de incorporação no SUS;Tratamento da artrite reumatoide;Incorporação;11/09/2012
Externa;15/03/2012;Medicamento;Endocrinologia;Beaufour Ipsen Farmacêutica;Acetato de lanreotida;Processo encerrado: decisão de incorporação no SUS;Tratamento da acromegalia;Incorporação;25/10/2012
Externa;15/03/2012;Produto;Cardiologia;Produtos Roche Diagnóstica Brasil;Tiras Reagentes;Processo encerrado: decisão de não incorporação no SUS;Monitoramento do INR em pacientes recebendo tratamento com varfarina;Incorporação;26/11/2012
Externa;20/03/2012;Medicamento;Pneumologia;Justiça Federal da 4ª Região Seção Judiciária do Rio Grande do Sul;Palivizumabe;Processo encerrado: decisão de incorporação no SUS;Prevenção da infecção pelo vírus sincicial respiratório;Incorporação;13/05/2013
Externa;30/03/2012;Medicamento;Pneumologia;Eli Lilly do Brasil;Tadalafila;Processo encerrado: decisão de não incorporação no SUS;Tratamento da hipertensão arterial pulmonar;Incorporação;06/03/2013
Externa;13/04/2012;Medicamento;Endocrinologia;Laboratórios Pfizer;Pegvisomanto;Processo encerrado: decisão de não incorporação no SUS;Tratamento da acromegalia;Incorporação;21/01/2013
Externa;20/04/2012;Medicamento;Oncologia;Produtos Roche Diagnóstica Brasil;Trastuzumabe;Processo encerrado: decisão de incorporação no SUS;Tratamento do câncer de mama inicial;Incorporação;26/07/2012
Externa;09/05/2012;Medicamento;Cardiovascular;Astrazeneca do Brasil;Ticagrelor;Processo encerrado: decisão de não incorporação no SUS;Prevenção de eventos trombóticos em pacientes com síndrome coronariana aguda;Incorporação;05/03/2013
Externa;09/05/2012;Medicamento;Infectologia;Zambon Laboratórios Farmacêuticos;Ácido ursodesoxicólico;Processo encerrado: decisão de não incorporação no SUS;Tratamento da doença hepática relacionada à fibrose cística;Incorporação;06/03/2013
Externa;14/05/2012;Medicamento;Pneumologia;Novartis Biociências;Omalizumabe;Processo encerrado: decisão de não incorporação no SUS;Tratamento da asma grave;Incorporação;03/04/2013
Externa;16/05/2012;Medicamento;Reumatologia;Produtos Roche Diagnóstica Brasil;Tocilizumabe;Processo encerrado: decisão de incorporação no SUS;Tratamento da artrite reumatoide;Incorporação;11/09/2012
Externa;16/05/2012;Medicamento;Reumatologia;Produtos Roche Diagnóstica Brasil;Rituximabe;Processo encerrado: decisão de incorporação no SUS;Tratamento da artrite reumatoide;Incorporação;11/09/2012
Externa;01/06/2012;Medicamento;Oftalmologia;Novartis Biociências;Ranibizumabe;Processo encerrado: decisão de não incorporação no SUS;Degeneração macular relacionada à idade;Incorporação;26/11/2012
Externa;04/06/2012;Medicamento;Infectologia;GlaxoSmithKline Brasil;Vacina HPV;Processo encerrado: decisão de incorporação no SUS;Prevenção do câncer de colo de útero;Incorporação;18/11/2013
Externa;21/06/2012;Medicamento;Reumatologia;JanssenCilag Farmacêutica;Golimumabe;Processo encerrado: decisão de não incorporação no SUS;Tratamento da espondilite anquilosante;Incorporação;05/03/2013
Externa;21/06/2012;Medicamento;Reumatologia;JanssenCilag Farmacêutica;Golimumabe;Processo encerrado: decisão de não incorporação no SUS;Tratamento da artrite psoríaca;Incorporação;05/03/2013
Externa;21/06/2012;Medicamento;Reumatologia;JanssenCilag Farmacêutica;Golimumabe;Processo encerrado: decisão de incorporação no SUS;Tratamento da artrite reumatoide;Incorporação;11/09/2012
Externa;21/06/2012;Medicamento;Pneumologia;Novartis Biociências;Indacaterol;Processo encerrado: decisão de não incorporação no SUS;Tratamento da doença pulmonar obstrutiva crônica (DPOC);Incorporação;06/03/2013
Externa;26/06/2012;Medicamento;Psiquiatria;JanssenCilag Farmacêutica;Palmitato de paliperidona;Processo encerrado: decisão de não incorporação no SUS;Tratamento da esquizofrenia;Incorporação;03/04/2013
Externa;26/06/2012;Medicamento;Reumatologia;JanssenCilag Farmacêutica;Ustequinumabe;Processo encerrado: decisão de não incorporação no SUS;Tratamento da psoríase moderada a grave em adultos;Incorporação;05/10/2012
Externa;03/07/2012;Produto;Urologia;AMS American Medical Systems do Brasil;Esfíncter urinário artificial;Processo encerrado: decisão de não incorporação no SUS;Tratamento da incontinência urinária masculina grave pósprostatectomia;Incorporação;24/05/2013
Externa;01/08/2012;Medicamento;Infectologia;GlaxoSmithKline Brasil;Vacina tetraviral;Processo encerrado: decisão de incorporação no SUS;Varicela, sarampo, caxumba e rubéola;Incorporação;21/01/2013
Externa;09/08/2012;Produto;Clínica Geral;Brazil Import Distribuição e Importação de Produtos Médicos Hospitalares;Injeção intramuscular e subcutânea sem agulha a base de ar por pressão;Processo encerrado: por decisão da Conitec;Aplicação de vários medicamentos e vacinas por via intramuscular e subcutânea;Incorporação;
Externa;23/08/2012;Medicamento;Oncologia;Produtos Roche Químicos e Farmacêuticos;Rituximabe;Processo encerrado: decisão de não incorporação no SUS;Tratamento do Linfoma Não Hodgkin de células B, folicular, CD20 positivo;Incorporação;26/08/2013
Externa;03/09/2012;Medicamento;Cardiovascular;GlaxoSmithKline Brasil;Ambrisentana;Processo encerrado: decisão de incorporação no SUS;Tratamento da Hipertensão arterial pulmonar (HAP) na falha primária, secundária ou contraindicação da sildenafila;Incorporação;08/11/2013
Externa;05/09/2012;Medicamento;Infectologia;Merck;Vacina contra HPV;Processo encerrado: decisão de incorporação no SUS;Prevenção de câncer de colo do útero;Incorporação;18/11/2013
Externa;12/09/2012;Medicamento;Cardiovascular;Laboratórios Servier do Brasil;Ivabradina;Processo encerrado: decisão de não incorporação no SUS;Tratamento da angina estável em pacientes com contraindicação ou intolerância a betabloqueadores;Incorporação;13/06/2013
